"weight"|"lat"|"lon"|"Location"|"CreatedDate"|"DueDate"|"ClosedDate"|"Priority/TYPE"                                             
1|                             29.76741469|                            -95.40297305|4115 BLOSSOM ST, HOUSTON TX 77007|2017-03-08 09:51:00.000|2017-03-08 10:51:00.000|2017-03-08 12:09:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.75042122|                            -95.39709030|1404 WELCH ST 5, HOUSTON TX 77006|2017-03-08 09:55:00.000|2017-03-08 10:55:00.000|2017-03-08 13:18:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.71282558|                            -95.57753837|4234 WILDACRES DR, HOUSTON TX 77072|2017-03-08 10:08:00.000|2017-03-08 11:08:00.000|2017-03-08 11:06:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.71053884|                            -95.59310647|12135 HIGH STAR DR, HOUSTON TX 77072|2017-03-09 10:09:00.000|2017-03-09 11:09:00.000|2017-03-09 14:18:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.81179648|                            -95.40089563|240 W 28TH ST, HOUSTON TX 77008|2017-03-09 10:23:00.000|2017-03-09 11:23:00.000|2017-03-09 12:02:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.80506371|                            -95.42406040|1401 W 21ST ST, HOUSTON TX 77008|2017-03-09 16:26:00.000|2017-03-09 17:26:00.000|2017-03-10 10:12:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.77535189|                            -95.42521480|6202 DELL ST, HOUSTON TX 77007|2017-03-10 08:12:00.000|2017-03-10 09:12:00.000|2017-03-10 12:51:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.87967683|                            -95.28285840|7127 HAVERTON DR, HOUSTON TX 77016|2017-03-10 08:27:00.000|2017-03-10 09:27:00.000|2017-03-10 11:11:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.71762332|                            -95.38161094|3 HERMANN MUSEUM CIR 6110, HOUSTON TX 77004|2017-03-10 08:31:00.000|2017-03-10 09:31:00.000|2017-03-10 09:53:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.63330313|                            -95.42205533|13403 AMBROSE ST, HOUSTON TX 77045|2017-03-11 11:18:00.000|2017-03-11 12:18:00.000|2017-03-11 14:34:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             30.02729337|                            -95.10349216|923 BENS LN, HOUSTON TX 77336|2017-03-11 13:33:00.000|2017-03-11 14:33:00.000|2017-03-11 18:35:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.80926662|                            -95.34497691|2608 MILWAUKEE ST, HOUSTON TX 77026|2017-03-12 08:13:00.000|2017-03-12 09:13:00.000|2017-03-12 09:55:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.71681354|                            -95.52256305|5810 FONDREN RD 67, HOUSTON TX 77036|2017-03-28 08:43:00.000|2017-03-28 09:43:00.000|2017-03-28 11:09:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.73338189|                            -95.44247508|4019 MARKHAM ST, HOUSTON TX 77027|2017-03-28 11:49:00.000|2017-03-28 12:49:00.000|2017-03-28 15:49:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.79522766|                            -95.40891497|1328 DOROTHY ST, HOUSTON TX 77008|2017-03-28 12:13:00.000|2017-03-28 13:13:00.000|2017-03-28 15:43:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.62596269|                            -95.26437128|9715 MOERS RD, HOUSTON TX 77075|2017-03-28 17:36:00.000|2017-03-28 18:36:00.000|2017-03-29 12:20:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.69065073|                            -95.56901552|10630 BEECHNUT ST 1211, HOUSTON TX 77072|2017-03-31 07:49:00.000|2017-03-31 08:49:00.000|2017-03-31 12:00:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.59933344|                            -95.48692846|6700 W FUQUA DR, HOUSTON TX 77489|2017-03-31 08:06:00.000|2017-03-31 09:06:00.000|2017-04-01 10:25:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.71510545|                            -95.53294356|8300 SANDS POINT, HOUSTON TX 77036|2017-03-31 08:12:00.000|2017-03-31 09:12:00.000|2017-03-31 11:14:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.77515160|                            -95.40721490|1602 FOWLER ST, HOUSTON TX 77007|2017-04-03 08:00:00.000|2017-04-03 09:00:00.000|2017-04-03 15:25:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.78310557|                            -95.30506213|331 ROUSE ST, HOUSTON TX 77020|2017-04-03 08:11:00.000|2017-04-03 09:11:00.000|2017-04-03 10:50:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.81032983|                            -95.38247326|1234 AURORA ST, HOUSTON TX 77009|2017-04-03 08:15:00.000|2017-04-03 09:15:00.000|2017-04-03 10:56:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.92563306|                            -95.40661904|1 GOODSON DR 213, HOUSTON TX 77060|2017-01-18 15:09:00.000|2017-01-18 16:09:00.000|2017-01-19 12:56:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.80967178|                            -95.38365887|1134 AURORA ST, HOUSTON TX 77009|2017-01-18 15:49:00.000|2017-01-18 16:49:00.000|2017-01-19 09:49:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.57085243|                            -95.10683818|16500 SPACE CENTER BLVD, HOUSTON TX 77058|2017-01-18 16:43:00.000|2017-01-20 16:43:00.000|2017-01-21 07:12:45.003|INVESTIGATION / BITE FOLLOW UP / Priority 4                 
1|                             29.75989828|                            -95.36705705|611 WALKER ST, HOUSTON TX 77002|2017-01-18 18:20:00.000|2017-01-18 19:20:00.000|2017-01-19 10:32:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.80729881|                            -95.31066786|5906 MINDEN ST, HOUSTON TX 77026|2017-01-19 08:47:00.000|2017-01-19 09:47:00.000|2017-01-19 10:41:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.75244468|                            -95.77255926|23303 MILL CROSS, KATY TX 77494|2017-06-28 11:58:00.000|2017-06-28 12:58:00.000|2017-06-29 09:28:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.68852584|                            -95.29709516|5215 PLUM DR, HOUSTON TX 77087|2017-06-28 12:03:00.000|2017-06-28 13:03:00.000|2017-06-28 14:28:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.80102180|                            -95.35692755|4506 ROBERTSON ST, HOUSTON TX 77009|2017-08-01 06:32:00.000|2017-08-01 07:32:00.000|2017-08-01 10:20:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.69943175|                            -95.32258325|3623 WILLOWOOD LN, HOUSTON TX 77023|2017-08-01 07:58:00.000|2017-08-01 08:58:00.000|2017-08-01 09:57:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.82830070|                            -95.40249578|222 W CROSSTIMBERS ST, HOUSTON TX 77018|2017-08-01 08:32:00.000|2017-08-01 09:32:00.000|2017-08-01 15:26:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.73781077|                            -95.26349905|701 DEFENDER ST, HOUSTON TX 77029|2017-08-01 08:33:00.000|2017-08-01 09:33:00.000|2017-08-01 11:11:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.84886696|                            -95.44248897|5714 CEBRA ST, HOUSTON TX 77091|2017-08-09 07:37:00.000|2017-08-09 08:37:00.000|2017-08-09 11:06:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.75763854|                            -95.40109192|3319 W LAMAR ST, HOUSTON TX 77019|2017-08-09 07:43:00.000|2017-08-09 08:43:00.000|2017-08-09 09:19:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.69541934|                            -95.34146306|6021 SCHROEDER RD, HOUSTON TX 77021|2017-08-10 07:49:00.000|2017-08-10 08:49:00.000|2017-08-10 13:09:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.81651706|                            -95.54377364|2502 TALINA WAY, HOUSTON TX 77080|2017-08-10 08:01:00.000|2017-08-10 09:01:00.000|2017-08-10 09:56:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.68314630|                            -95.33877608|5321 CHENNAULT RD, HOUSTON TX 77033|2017-08-15 06:44:00.000|2017-08-15 07:44:00.000|2017-08-15 10:36:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.61387402|                            -95.49769849|14406 TWIN TWIST CT, MISSOURI CITY TX 77489|2017-08-15 06:48:00.000|2017-08-15 07:48:00.000|2017-08-15 09:10:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.88272618|                            -95.46166516|3722 VILLA GLEN DR, HOUSTON TX 77088|2017-08-17 07:58:00.000|2017-08-17 08:58:00.000|2017-08-17 07:58:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             30.05496427|                            -95.17878212|2723 CRYSTAL FALLS DR, KINGWOOD TX 77345|2017-08-17 08:03:00.000|2017-08-17 09:03:00.000|2017-08-17 10:22:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.80784540|                            -95.42404171|1333 W 24TH ST, HOUSTON TX 77008|2017-08-31 15:11:00.000|2017-08-31 16:11:00.000|2017-09-01 14:05:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.68429005|                            -95.24579527|5251 CRIPPLE CREEK CT, HOUSTON TX 77017|2017-09-05 08:54:00.000|2017-09-05 09:54:00.000|2017-09-05 10:15:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.64990540|                            -95.25175275|9902 GULF FWY 122, HOUSTON TX 77061|2017-09-06 07:42:00.000|2017-09-06 08:42:00.000|2017-09-06 10:04:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.77639585|                            -95.24896587|10155 VALENCIA DR, HOUSTON TX 77013|2017-05-30 15:12:00.000|2017-05-30 16:12:00.000|2017-05-31 08:59:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.78888240|                            -95.35808581|2919 ELSER ST, HOUSTON TX 77009|2017-06-01 15:19:00.000|2017-06-01 16:19:00.000|2017-06-02 13:58:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.66763095|                            -95.33567248|5727 LYNDHURST DR, HOUSTON TX 77033|2017-02-18 13:16:00.000|2017-02-18 14:16:00.000|2017-02-18 15:43:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.78528412|                            -95.30091797|6902 GAINESVILLE ST, HOUSTON TX 77020|2017-02-18 15:23:00.000|2017-02-18 16:23:00.000|2017-02-18 17:26:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             30.05729097|                            -95.20299835|3500 GARDEN LAKE DR, HOUSTON TX 77339|2017-02-18 15:48:00.000|2017-02-18 16:48:00.000|2017-02-19 10:02:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.78078026|                            -95.64515069|490 S HWY 6, HOUSTON TX 77079|2017-02-20 08:23:00.000|2017-02-20 09:23:00.000|2017-02-20 13:55:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.88277755|                            -95.37386961|1131 BREA CREST ST, HOUSTON TX 77037|2017-02-20 09:14:00.000|2017-02-20 10:14:00.000|2017-02-20 13:58:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.68205420|                            -95.23824132|5518 BERRY CREEK DR, HOUSTON TX 77017|2017-02-19 10:15:00.000|2017-02-19 11:15:00.000|2017-02-19 11:39:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.75120905|                            -95.47867198|1615 BERING DR 1519, HOUSTON TX 77057|2017-02-19 11:34:00.000|2017-02-19 12:34:00.000|2017-02-19 14:29:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.75111899|                            -95.57673994|11207 WOOD LODGE DR, HOUSTON TX 77077|2017-02-19 15:07:00.000|2017-02-19 16:07:00.000|2017-02-20 12:28:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.74407123|                            -95.48907102|2210 POTOMAC, HOUSTON TX 77057|2017-02-19 15:42:00.000|2017-02-19 16:42:00.000|2017-02-20 10:36:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.61323973|                            -95.49176818|7256 S SAM HOUSTON PKWY W, HOUSTON TX 77085|2017-02-19 17:32:00.000|2017-02-19 18:32:00.000|2017-02-19 19:15:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.66770704|                            -95.59321507|12051 CREEKHURST DR, HOUSTON TX 77099|2017-02-20 07:51:00.000|2017-02-20 08:51:00.000|2017-02-20 18:06:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.61894875|                            -95.46080395|5221 SIMSBROOK DR, HOUSTON TX 77045|2017-02-20 07:59:00.000|2017-02-20 08:59:00.000|2017-02-20 09:13:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.78555142|                            -95.53232534|9706 KATY FWY, HOUSTON TX 77024|2017-02-20 08:06:00.000|2017-02-20 09:06:00.000|2017-02-20 14:36:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.71167380|                            -95.40583592|2030 SWIFT BLVD, HOUSTON TX 77030|2017-02-20 09:48:00.000|2017-02-20 10:48:00.000|2017-02-20 12:16:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.71156193|                            -95.40549600|2028 SWIFT BLVD, HOUSTON TX 77030|2017-02-20 09:48:00.000|2017-02-20 10:48:00.000|2017-02-20 12:06:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.73818909|                            -95.58844289|2501 S KIRKWOOD RD, HOUSTON TX 77077|2017-02-20 10:24:00.000|2017-02-20 11:24:00.000|2017-02-20 14:21:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.58025130|                            -95.14705518|14606 LAUREL SHADOWS CT, HOUSTON TX 77062|2017-05-22 15:05:00.000|2017-05-22 16:05:00.000|2017-05-22 18:47:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.72827369|                            -95.65666231|15059 CASETA DR, HOUSTON TX 77082|2017-05-24 17:21:00.000|2017-05-24 18:21:00.000|2017-05-25 13:02:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.73199608|                            -95.48322626|5920 RICHMOND AVE 84, HOUSTON TX 77057|2017-05-20 07:41:00.000|2017-05-20 08:41:00.000|2017-05-20 15:10:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.82077026|                            -95.56250000|3000 W SAM HOUSTON PKWY N, HOUSTON TX 77043|2017-05-12 16:21:00.000|2017-05-12 17:21:00.000|2017-05-13 09:01:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.82158914|                            -95.36264271|710 BENNINGTON ST, HOUSTON TX 77022|2017-05-11 14:51:00.000|2017-05-11 15:51:00.000|2017-05-11 18:25:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.71917434|                            -95.28861605|743 CORAL ST, HOUSTON TX 77023|2017-05-05 15:59:00.000|2017-05-06 15:59:00.000|2017-05-08 08:33:00.000|INVESTIGATION / BITE FOLLOW UP / Priority 3                 
1|                             29.68433335|                            -95.55360001|9311 STONECREEK LN, HOUSTON TX 77036|2017-05-20 11:39:00.000|2017-05-20 12:39:00.000|2017-05-20 15:17:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.86150537|                            -95.34596020|2516 DEUTSER ST, HOUSTON TX 77093|2017-05-20 11:44:00.000|2017-05-20 12:44:00.000|2017-05-20 12:54:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.68694518|                            -95.53828782|8307 AUGUSTINE DR, HOUSTON TX 77036|2017-05-20 12:07:00.000|2017-05-20 13:07:00.000|2017-05-20 13:01:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.73055651|                            -95.48324763|5920 BEVERLY HILL ST 84, HOUSTON TX 77057|2017-05-21 07:47:00.000|2017-05-21 08:47:00.000|2017-05-21 09:11:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.78080640|                            -95.38755640|547 STUDEWOOD, HOUSTON TX|2017-05-21 08:09:00.000|2017-05-21 09:09:00.000|2017-05-21 09:13:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.67992165|                            -95.43574502|3619 WOODVALLEY, HOUSTON TX 77025|2017-05-20 12:14:00.000|2017-05-20 13:14:00.000|2017-05-20 13:38:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.78205506|                            -95.37760090|1860 WHITE OAK 306, HOUSTON TX 77009|2017-05-20 12:36:00.000|2017-05-20 13:36:00.000|2017-05-20 12:36:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.78376710|                            -95.36102135|2411 FULTON ST, HOUSTON TX 77009|2017-05-03 13:08:00.000|2017-05-03 14:08:00.000|2017-05-06 16:19:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.68301398|                            -95.24097823|5411 CHERRY CREEK DR, HOUSTON TX 77017|2017-05-10 16:00:00.000|2017-05-10 17:00:00.000|2017-05-11 16:15:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.74507283|                            -95.63653573|13900 BRIARWORTH, HOUSTON TX 77077|2017-05-10 16:44:00.000|2017-05-11 16:44:00.000|2017-05-11 08:50:00.000|INVESTIGATION / BITE FOLLOW UP / Priority 3                 
1|                             29.82654735|                            -95.38348372|1305 JOHNSTON ST, HOUSTON TX 77022|2017-05-10 19:57:00.000|2017-05-10 20:57:00.000|2017-05-10 21:01:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.75129557|                            -95.48047936|5840 SAN FELIPE ST, HOUSTON TX 77057|2017-08-03 13:10:00.000|2017-08-03 14:10:00.000|2017-08-03 16:03:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.81868214|                            -95.43326396|1900 W 34TH ST, HOUSTON TX 77018|2017-07-13 15:05:00.000|2017-07-13 16:05:00.000|2017-07-13 17:06:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.74134699|                            -95.29876646|920 MALTBY, HOUSTON TX 77011|2017-07-13 15:13:00.000|2017-07-13 16:13:00.000|2017-07-13 15:13:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.77649005|                            -95.41096395|1801 N DURHAM DR, HOUSTON TX 77007|2017-08-03 14:37:00.000|2017-08-03 15:37:00.000|2017-08-03 19:30:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.68558856|                            -95.51284714|7500 BISSONNET ST 4108, HOUSTON TX 77074|2017-07-25 08:46:00.000|2017-07-25 09:46:00.000|2017-07-25 10:43:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.83181119|                            -95.37284024|230 DEERFIELD ST, HOUSTON TX 77022|2017-07-25 08:50:00.000|2017-07-25 09:50:00.000|2017-07-25 13:42:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.63973287|                            -95.50664449|14600 FONMEADOW DR, HOUSTON TX 77035|2017-08-03 17:31:00.000|2017-08-03 18:31:00.000|2017-08-04 07:51:00.000|INVESTIGATION / BITE FOLLOW UP / Priority 1                 
1|                             29.64266081|                            -95.52336275|8219 FURLONG LN, HOUSTON TX 77071|2017-07-13 17:37:00.000|2017-07-13 18:37:00.000|2017-07-13 17:57:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.95010082|                            -95.40711730|400 GREENS RD 825, HOUSTON TX 77060|2017-08-11 07:41:00.000|2017-08-11 08:41:00.000|2017-08-11 15:31:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.69960683|                            -95.61326527|7010 LEADERS CROSSING DR, HOUSTON TX 77072|2017-07-05 17:28:00.000|2017-07-05 18:28:00.000|2017-07-05 20:11:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.56479356|                            -95.13365879|15711 THUNDERBAY DR, HOUSTON TX 77062|2017-07-25 09:39:00.000|2017-07-25 10:39:00.000|2017-07-25 12:14:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.92807476|                            -95.19409876|12803 WINDING MANOR DR, HOUSTON TX 77044|2017-07-25 10:08:00.000|2017-07-25 11:08:00.000|2017-07-26 10:13:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.67269617|                            -95.36814945|8212 GLADSTONE, HOUSTON TX 77051|2017-02-17 07:52:00.000|2017-02-17 08:52:00.000|2017-02-17 10:15:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.69112164|                            -95.30342522|7012 CULMORE DR, HOUSTON TX 77087|2017-02-17 08:16:00.000|2017-02-17 09:16:00.000|2017-02-17 19:34:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.78898311|                            -95.33711818|3203 LELIA ST, HOUSTON TX 77026|2017-02-17 08:41:00.000|2017-02-17 09:41:00.000|2017-02-17 14:16:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.82097717|                            -95.48470863|3601 LUMBERDALE RD, HOUSTON TX 77092|2017-05-24 06:57:00.000|2017-05-24 07:57:00.000|2017-05-24 09:06:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.79776307|                            -95.35204164|4106 HARDY ST, HOUSTON TX 77009|2017-01-10 16:33:00.000|2017-01-10 17:33:00.000|2017-01-11 09:13:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.86452129|                            -95.40907927|577 W RITTENHOUSE, HOUSTON TX 77091|2017-01-14 14:00:00.000|2017-01-14 15:00:00.000|2017-01-14 14:00:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.80196127|                            -95.33420482|3420 MEMEL ST, HOUSTON TX 77026|2017-01-15 08:32:00.000|2017-01-15 09:32:00.000|2017-01-15 11:26:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.56949070|                            -95.14295783|304 WOODCOMBE DR, HOUSTON TX 77062|2017-01-15 09:01:00.000|2017-01-15 10:01:00.000|2017-01-15 10:29:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.74768037|                            -95.36561327|1501 ST JOSEPH PKWY, HOUSTON TX 77002|2017-01-15 09:39:00.000|2017-01-15 10:39:00.000|2017-01-15 14:19:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.62966845|                            -95.48007166|13503 TITUS POINT, HOUSTON TX 77085|2017-01-15 09:46:00.000|2017-01-15 10:46:00.000|2017-01-15 14:30:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.79050673|                            -95.52598302|9602 PINE LAKE, HOUSTON TX 77055|2017-01-15 10:30:00.000|2017-01-15 11:30:00.000|2017-01-15 12:00:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.79050673|                            -95.52598302|9602 PINE LAKE, HOUSTON TX 77055|2017-01-15 11:21:00.000|2017-01-15 12:21:00.000|2017-01-15 12:23:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.75826450|                            -95.47773686|906 CHIMNEY ROCK RD, HOUSTON TX 77056|2017-01-15 13:52:00.000|2017-01-15 14:52:00.000|2017-01-15 15:18:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.83519729|                            -95.36624331|8105 HELMERS 2B, HOUSTON TX 77022|2017-01-15 16:26:00.000|2017-01-15 17:26:00.000|2017-01-16 13:32:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.72488875|                            -95.32912675|1534 SCHARPE ST, HOUSTON TX 77023|2017-01-15 17:02:00.000|2017-01-15 18:02:00.000|2017-01-16 11:51:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.60053626|                            -95.45616306|5101 INGOMAR WAY, HOUSTON TX 77053|2017-01-15 20:03:00.000|2017-01-15 21:03:00.000|2017-01-15 21:52:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.62966845|                            -95.48007166|13503 TITUS PT, HOUSTON TX 77085|2017-01-16 07:24:00.000|2017-01-16 08:24:00.000|2017-01-16 07:30:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.93992446|                            -95.17351938|14946 WATERSIDE VIEW CT, HOUSTON TX 77044|2017-01-16 07:31:00.000|2017-01-16 08:31:00.000|2017-01-16 11:48:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.84935968|                            -95.36473643|909 BRIARCLIFF DR, HOUSTON TX 77076|2017-01-16 18:57:00.000|2017-01-16 19:57:00.000|2017-01-17 16:40:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             30.07105902|                            -95.19884477|2911 SYCAMORE SPRINGS 512, HOUSTON TX 77339|2017-01-16 19:28:00.000|2017-01-16 20:28:00.000|2017-01-17 10:09:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.76410962|                            -95.59559432|419 HICKORY POST LN, HOUSTON TX 77079|2017-01-17 08:52:00.000|2017-01-17 09:52:00.000|2017-01-17 15:30:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.76462145|                            -95.26941199|8710 COWART ST, HOUSTON TX 77029|2017-08-03 12:00:00.000|2017-08-03 13:00:00.000|2017-08-03 14:46:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.65899148|                            -95.57504117|11002 LANDSBURY CT, HOUSTON TX 77099|2017-08-21 07:30:00.000|2017-08-21 08:30:00.000|2017-08-21 09:56:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.79678839|                            -95.35103420|4000 ELYSIAN ST, HOUSTON TX 77009|2017-09-02 15:22:00.000|2017-09-03 15:22:00.000|2017-09-04 07:18:00.000|INVESTIGATION / BITE FOLLOW UP / Priority 3                 
1|                             29.75319707|                            -95.45728686|777 N POST OAK BLVD, HOUSTON TX 77056|2017-09-02 15:47:00.000|2017-09-02 16:47:00.000|2017-09-02 16:18:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.67074840|                            -95.55694085|10110 FORUM PARK DR 128, HOUSTON TX 77036|2017-09-07 14:07:00.000|2017-09-07 15:07:00.000|2017-09-07 19:46:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.67922791|                            -95.47343444|5211 BRAESVALLEY DR, HOUSTON TX 77096|2017-07-06 09:43:00.000|2017-07-06 10:43:00.000|2017-07-06 11:56:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.74839354|                            -95.38121125|212 DENNIS ST, HOUSTON TX 77006|2017-07-06 09:52:00.000|2017-07-07 09:52:00.000|2017-07-06 10:41:00.000|INVESTIGATION / BITE FOLLOW UP / Priority 3                 
1|                             29.69115211|                            -95.26498052|8546 FINDLEY ST, HOUSTON TX 77017|2017-07-06 10:43:00.000|2017-07-06 11:43:00.000|2017-07-06 15:02:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.86640335|                            -95.39928138|7211 NORTHLINE 732, HOUSTON TX 77076|2017-06-02 15:49:00.000|2017-06-02 16:49:00.000|2017-06-02 15:50:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.77209395|                            -95.41422542|1204 MOY ST, HOUSTON TX 77007|2017-08-04 07:20:00.000|2017-08-04 08:20:00.000|2017-08-04 12:31:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.88371783|                            -95.30415369|5805 GUADALUPE ST, HOUSTON TX 77016|2017-06-28 14:56:00.000|2017-06-28 15:56:00.000|2017-06-28 18:31:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.57360377|                            -95.12017242|1703 GUNWALE RD, HOUSTON TX 77062|2017-08-21 13:00:00.000|2017-08-21 14:00:00.000|2017-08-22 10:02:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.71896739|                            -95.36265180|3335 WENTWORTH ST, HOUSTON TX 77004|2017-06-02 16:40:00.000|2017-06-02 17:40:00.000|2017-06-02 16:40:00.000|INVESTIGATION / BITE / Priority 1                           
1|                             29.56837168|                            -95.12291657|1419 RICHVALE LN, HOUSTON TX 77062|2017-06-02 20:38:00.000|2017-06-02 21:38:00.000|2017-06-02 22:42:00.000|INVESTIGATION / BITE / Priority 1                           
